"id","amount","length","frequency","grade"
5335,50000,12,"Semanal","E"
5336,250000,18,"Catorcenal","C"
5337,135000,18,"Semanal","F"
5338,250000,18,"Mensual","D"
5339,220000,6,"Mensual","E"
5340,105000,12,"Mensual","E"
5341,175000,18,"Semanal","C"
5342,230000,18,"Mensual","E"
5343,160000,18,"Mensual","D"
5344,180000,6,"Catorcenal","A"
5345,250000,18,"Catorcenal","A"
5346,245000,18,"Catorcenal","E"
5347,140000,18,"Mensual","D"
5348,250000,18,"Mensual","C"
5349,125000,12,"Mensual","E"
5350,90000,18,"Catorcenal","A"
5351,250000,18,"Semanal","E"
5352,1e+05,18,"Semanal","D"
5353,160000,18,"Mensual","E"
5354,230000,12,"Mensual","F"
5355,130000,18,"Mensual","C"
5356,205000,18,"Mensual","F"
5357,50000,6,"Mensual","C"
5358,75000,18,"Mensual","B"
5359,250000,18,"Mensual","C"
5360,50000,18,"Semanal","D"
5361,230000,12,"Mensual","F"
5362,220000,6,"Catorcenal","D"
5363,80000,18,"Catorcenal","D"
5364,70000,18,"Mensual","A"
5365,50000,18,"Mensual","E"
5366,95000,18,"Semanal","A"
5367,85000,12,"Semanal","E"
5368,50000,12,"Mensual","E"
5369,145000,18,"Mensual","E"
5370,60000,18,"Mensual","D"
5371,130000,18,"Semanal","F"
5372,170000,12,"Catorcenal","C"
5373,170000,18,"Mensual","C"
5374,75000,18,"Semanal","D"
5375,90000,18,"Mensual","E"
5376,195000,12,"Mensual","E"
5377,125000,18,"Catorcenal","E"
5378,245000,6,"Mensual","F"
5379,175000,12,"Mensual","B"
5380,85000,18,"Mensual","D"
5381,230000,18,"Mensual","C"
5382,55000,18,"Mensual","D"
5383,205000,12,"Mensual","A"
5384,115000,18,"Catorcenal","E"
5385,145000,12,"Mensual","E"
5386,160000,18,"Mensual","D"
5387,145000,12,"Mensual","F"
5388,65000,18,"Mensual","F"
5389,220000,18,"Mensual","F"
5390,125000,18,"Catorcenal","C"
5391,225000,12,"Mensual","F"
5392,60000,12,"Mensual","B"
5393,250000,6,"Mensual","E"
5394,250000,18,"Mensual","E"
5395,215000,18,"Mensual","D"
5396,250000,12,"Mensual","E"
5397,250000,18,"Mensual","A"
5398,235000,6,"Mensual","D"
5399,225000,18,"Mensual","E"
5400,250000,18,"Semanal","D"
5401,240000,18,"Mensual","B"
5402,250000,12,"Semanal","D"
5403,210000,6,"Mensual","D"
5404,165000,18,"Catorcenal","E"
5405,150000,18,"Mensual","D"
5406,185000,18,"Mensual","D"
5407,250000,18,"Mensual","D"
5408,65000,18,"Mensual","A"
5409,1e+05,18,"Mensual","E"
5410,80000,12,"Mensual","C"
5411,220000,18,"Mensual","B"
5412,195000,18,"Mensual","C"
5413,185000,18,"Catorcenal","E"
5414,205000,18,"Mensual","E"
5415,175000,18,"Mensual","F"
5416,250000,18,"Catorcenal","C"
5417,50000,12,"Catorcenal","A"
5418,1e+05,12,"Catorcenal","B"
5419,170000,18,"Mensual","E"
5420,225000,18,"Semanal","C"
5421,110000,6,"Mensual","D"
5422,120000,18,"Mensual","B"
5423,130000,18,"Mensual","C"
5424,170000,18,"Mensual","D"
5425,1e+05,6,"Mensual","D"
5426,90000,12,"Mensual","E"
5427,250000,18,"Mensual","F"
5428,105000,12,"Catorcenal","C"
5429,225000,6,"Mensual","A"
5430,215000,12,"Mensual","E"
5431,250000,18,"Mensual","E"
5432,240000,18,"Mensual","E"
5433,250000,18,"Semanal","B"
5434,195000,12,"Mensual","E"
5435,210000,18,"Semanal","C"
5436,95000,18,"Semanal","F"
5437,250000,6,"Mensual","E"
5438,50000,18,"Mensual","F"
5439,110000,18,"Mensual","E"
5440,50000,12,"Mensual","F"
5441,220000,18,"Mensual","E"
5442,250000,18,"Mensual","E"
5443,105000,18,"Mensual","E"
5444,115000,18,"Catorcenal","E"
5445,250000,18,"Catorcenal","E"
5446,245000,12,"Mensual","D"
5447,70000,6,"Mensual","D"
5448,75000,18,"Mensual","D"
5449,1e+05,18,"Mensual","D"
5450,155000,12,"Mensual","C"
5451,250000,18,"Mensual","E"
5452,70000,18,"Mensual","E"
5453,105000,12,"Mensual","D"
5454,190000,6,"Mensual","F"
5455,165000,12,"Semanal","E"
5456,225000,12,"Mensual","C"
5457,75000,18,"Semanal","A"
5458,1e+05,18,"Mensual","F"
5459,250000,18,"Semanal","B"
5460,115000,18,"Mensual","F"
5461,50000,12,"Mensual","E"
5462,125000,12,"Mensual","C"
5463,95000,12,"Mensual","F"
5464,190000,18,"Mensual","B"
5465,105000,18,"Catorcenal","F"
5466,115000,12,"Mensual","C"
5467,235000,12,"Mensual","A"
5468,115000,18,"Catorcenal","C"
5469,2e+05,6,"Mensual","D"
5470,230000,12,"Mensual","E"
5471,225000,18,"Mensual","E"
5472,250000,18,"Mensual","C"
5473,1e+05,18,"Mensual","A"
5474,180000,18,"Mensual","D"
5475,235000,6,"Mensual","A"
5476,130000,12,"Semanal","B"
5477,170000,18,"Mensual","F"
5478,55000,18,"Mensual","D"
5479,50000,12,"Mensual","E"
5480,220000,18,"Mensual","E"
5481,1e+05,18,"Mensual","A"
5482,210000,18,"Mensual","E"
5483,175000,12,"Mensual","A"
5484,55000,18,"Mensual","F"
5485,70000,18,"Mensual","F"
5486,235000,12,"Mensual","F"
5487,180000,6,"Catorcenal","F"
5488,85000,12,"Mensual","C"
5489,50000,18,"Mensual","F"
5490,75000,6,"Catorcenal","E"
5491,120000,18,"Mensual","E"
5492,220000,6,"Mensual","C"
5493,235000,12,"Mensual","C"
5494,50000,18,"Semanal","D"
5495,130000,18,"Catorcenal","E"
5496,135000,18,"Mensual","D"
5497,190000,12,"Mensual","E"
5498,240000,12,"Semanal","D"
5499,250000,12,"Mensual","E"
5500,125000,18,"Semanal","D"
5501,245000,18,"Catorcenal","E"
5502,235000,18,"Semanal","E"
5503,165000,12,"Mensual","C"
5504,250000,18,"Catorcenal","E"
5505,150000,12,"Mensual","F"
5506,180000,18,"Catorcenal","A"
5507,190000,18,"Mensual","E"
5508,175000,18,"Mensual","D"
5509,190000,18,"Mensual","D"
5510,240000,12,"Mensual","D"
5511,250000,18,"Mensual","F"
5512,125000,18,"Catorcenal","B"
5513,150000,6,"Mensual","D"
5514,80000,12,"Mensual","E"
5515,185000,12,"Semanal","E"
5516,125000,12,"Semanal","C"
5517,50000,6,"Catorcenal","F"
5518,180000,6,"Mensual","D"
5519,95000,18,"Catorcenal","E"
5520,235000,18,"Mensual","D"
5521,60000,18,"Mensual","A"
5522,250000,18,"Mensual","C"
5523,140000,18,"Mensual","D"
5524,180000,18,"Mensual","A"
5525,210000,12,"Mensual","E"
5526,120000,18,"Mensual","D"
5527,250000,18,"Semanal","F"
5528,130000,18,"Mensual","F"
5529,50000,18,"Mensual","D"
5530,65000,18,"Mensual","B"
5531,105000,12,"Mensual","F"
5532,115000,6,"Mensual","C"
5533,185000,18,"Catorcenal","D"
5534,80000,6,"Mensual","F"
5535,115000,18,"Semanal","E"
5536,160000,18,"Mensual","C"
5537,215000,12,"Mensual","D"
5538,110000,12,"Mensual","E"
5539,250000,6,"Semanal","B"
5540,190000,18,"Catorcenal","D"
5541,150000,12,"Mensual","C"
5542,175000,18,"Mensual","D"
5543,205000,12,"Catorcenal","E"
5544,150000,18,"Catorcenal","E"
5545,230000,12,"Mensual","D"
5546,145000,18,"Mensual","D"
5547,235000,6,"Mensual","E"
5548,250000,12,"Mensual","C"
5549,250000,18,"Catorcenal","C"
5550,135000,12,"Catorcenal","A"
5551,135000,12,"Mensual","B"
5552,215000,18,"Mensual","C"
5553,195000,18,"Mensual","D"
5554,180000,18,"Mensual","D"
5555,190000,12,"Mensual","E"
5556,230000,18,"Mensual","F"
5557,230000,12,"Mensual","B"
5558,120000,18,"Mensual","D"
5559,250000,18,"Mensual","E"
5560,135000,12,"Catorcenal","E"
5561,250000,18,"Mensual","F"
5562,230000,18,"Mensual","F"
5563,105000,18,"Semanal","C"
5564,250000,18,"Catorcenal","E"
5565,170000,12,"Mensual","C"
5566,2e+05,18,"Mensual","E"
5567,170000,18,"Mensual","E"
5568,50000,18,"Semanal","D"
5569,165000,18,"Mensual","C"
5570,210000,6,"Mensual","F"
5571,135000,18,"Mensual","F"
5572,125000,18,"Catorcenal","E"
5573,185000,12,"Catorcenal","F"
5574,135000,18,"Mensual","A"
5575,130000,18,"Mensual","D"
5576,225000,18,"Mensual","F"
5577,85000,12,"Mensual","C"
5578,95000,6,"Mensual","C"
5579,250000,18,"Mensual","E"
5580,2e+05,18,"Mensual","F"
5581,165000,18,"Semanal","D"
5582,180000,12,"Mensual","F"
5583,250000,6,"Mensual","D"
5584,250000,12,"Semanal","F"
5585,160000,12,"Mensual","A"
5586,75000,12,"Semanal","E"
5587,235000,18,"Mensual","D"
5588,50000,12,"Mensual","D"
5589,190000,18,"Mensual","D"
5590,250000,18,"Catorcenal","C"
5591,130000,18,"Mensual","E"
5592,215000,12,"Mensual","E"
5593,2e+05,12,"Mensual","B"
5594,250000,12,"Mensual","C"
5595,175000,18,"Mensual","E"
5596,120000,12,"Catorcenal","E"
5597,90000,18,"Mensual","D"
5598,250000,18,"Mensual","A"
5599,90000,12,"Mensual","B"
5600,70000,18,"Mensual","E"
5601,140000,18,"Mensual","B"
5602,185000,18,"Mensual","A"
5603,145000,6,"Mensual","E"
5604,2e+05,18,"Mensual","B"
5605,155000,18,"Catorcenal","E"
5606,120000,18,"Semanal","C"
5607,85000,18,"Mensual","F"
5608,250000,18,"Semanal","E"
5609,105000,6,"Semanal","D"
5610,230000,18,"Mensual","D"
5611,50000,12,"Mensual","D"
5612,95000,18,"Mensual","F"
5613,175000,12,"Mensual","C"
5614,215000,18,"Mensual","D"
5615,2e+05,18,"Mensual","D"
5616,230000,18,"Mensual","F"
5617,245000,12,"Mensual","E"
5618,160000,18,"Mensual","B"
5619,240000,12,"Mensual","D"
5620,155000,12,"Catorcenal","A"
5621,1e+05,12,"Mensual","D"
5622,50000,6,"Catorcenal","E"
5623,130000,18,"Mensual","F"
5624,2e+05,6,"Mensual","D"
5625,70000,18,"Catorcenal","E"
5626,230000,12,"Mensual","E"
5627,250000,12,"Semanal","C"
5628,170000,12,"Semanal","B"
5629,180000,18,"Mensual","E"
5630,230000,12,"Mensual","F"
5631,250000,18,"Mensual","C"
5632,230000,18,"Mensual","A"
5633,65000,12,"Mensual","D"
5634,215000,12,"Catorcenal","C"
5635,60000,18,"Mensual","D"
5636,175000,18,"Mensual","C"
5637,70000,18,"Mensual","E"
5638,75000,12,"Semanal","E"
5639,2e+05,6,"Mensual","F"
5640,50000,6,"Catorcenal","D"
5641,55000,12,"Mensual","E"
5642,50000,12,"Mensual","F"
5643,120000,18,"Mensual","A"
5644,175000,18,"Mensual","E"
5645,205000,18,"Mensual","A"
5646,125000,18,"Catorcenal","E"
5647,145000,18,"Mensual","E"
5648,165000,12,"Mensual","E"
5649,160000,18,"Semanal","B"
5650,250000,18,"Semanal","C"
5651,2e+05,18,"Catorcenal","E"
5652,250000,12,"Mensual","A"
5653,140000,12,"Catorcenal","E"
5654,220000,18,"Mensual","E"
5655,105000,18,"Catorcenal","B"
5656,250000,6,"Mensual","D"
5657,115000,18,"Catorcenal","C"
5658,250000,6,"Mensual","D"
5659,2e+05,18,"Mensual","C"
5660,185000,6,"Mensual","A"
5661,95000,18,"Mensual","D"
5662,145000,18,"Catorcenal","D"
5663,50000,18,"Mensual","F"
5664,130000,18,"Semanal","A"
5665,130000,12,"Semanal","A"
5666,250000,18,"Mensual","D"
5667,220000,12,"Mensual","C"
5668,140000,12,"Mensual","B"
5669,165000,18,"Mensual","E"
5670,165000,18,"Mensual","A"
5671,120000,18,"Mensual","B"
5672,150000,18,"Catorcenal","E"
5673,105000,18,"Mensual","A"
5674,250000,18,"Mensual","C"
5675,65000,18,"Mensual","E"
5676,250000,18,"Catorcenal","D"
5677,65000,18,"Mensual","D"
5678,120000,12,"Catorcenal","F"
5679,250000,18,"Mensual","F"
5680,105000,18,"Mensual","F"
5681,50000,18,"Mensual","D"
5682,95000,12,"Mensual","E"
5683,65000,18,"Mensual","F"
5684,130000,18,"Mensual","D"
5685,205000,12,"Mensual","E"
5686,250000,18,"Mensual","E"
5687,250000,18,"Mensual","B"
5688,150000,12,"Semanal","E"
5689,170000,18,"Mensual","D"
5690,250000,18,"Catorcenal","E"
5691,75000,18,"Mensual","E"
5692,245000,18,"Mensual","D"
5693,120000,18,"Mensual","C"
5694,50000,18,"Semanal","B"
5695,210000,6,"Mensual","E"
5696,110000,6,"Catorcenal","C"
5697,250000,18,"Mensual","E"
5698,240000,18,"Semanal","D"
5699,125000,6,"Semanal","F"
5700,85000,18,"Mensual","F"
5701,50000,18,"Mensual","D"
5702,215000,12,"Catorcenal","D"
5703,80000,12,"Semanal","E"
5704,115000,12,"Catorcenal","E"
5705,140000,18,"Mensual","E"
5706,70000,18,"Catorcenal","C"
5707,215000,18,"Mensual","C"
5708,175000,18,"Mensual","C"
5709,1e+05,6,"Semanal","C"
5710,165000,18,"Mensual","D"
5711,250000,18,"Mensual","F"
5712,250000,12,"Mensual","E"
5713,250000,12,"Catorcenal","C"
5714,75000,18,"Semanal","A"
5715,205000,12,"Mensual","D"
5716,195000,6,"Mensual","D"
5717,90000,18,"Mensual","D"
5718,210000,18,"Semanal","E"
5719,190000,12,"Mensual","D"
5720,220000,6,"Mensual","F"
5721,130000,18,"Mensual","B"
5722,230000,6,"Semanal","D"
5723,230000,18,"Catorcenal","E"
5724,240000,18,"Catorcenal","D"
5725,150000,18,"Catorcenal","F"
5726,75000,18,"Mensual","C"
5727,160000,12,"Mensual","C"
5728,150000,12,"Mensual","E"
5729,250000,18,"Mensual","D"
5730,155000,18,"Semanal","A"
5731,185000,12,"Mensual","A"
5732,135000,18,"Mensual","A"
5733,170000,18,"Semanal","D"
5734,245000,18,"Mensual","E"
5735,90000,12,"Mensual","A"
5736,120000,12,"Mensual","D"
5737,120000,12,"Semanal","F"
5738,90000,6,"Semanal","E"
5739,50000,12,"Mensual","D"
5740,2e+05,18,"Semanal","D"
5741,180000,18,"Mensual","C"
5742,120000,18,"Mensual","E"
5743,250000,6,"Mensual","E"
5744,185000,18,"Mensual","E"
5745,215000,12,"Mensual","A"
5746,250000,18,"Mensual","E"
5747,2e+05,6,"Mensual","F"
5748,230000,18,"Mensual","A"
5749,50000,18,"Mensual","C"
5750,135000,18,"Semanal","A"
5751,85000,18,"Mensual","A"
5752,80000,18,"Semanal","D"
5753,70000,18,"Mensual","B"
5754,155000,18,"Mensual","F"
5755,250000,6,"Mensual","E"
5756,215000,6,"Semanal","E"
5757,175000,18,"Semanal","F"
5758,230000,12,"Catorcenal","E"
5759,95000,18,"Mensual","A"
5760,250000,12,"Catorcenal","D"
5761,130000,12,"Mensual","F"
5762,195000,12,"Mensual","A"
5763,250000,12,"Mensual","E"
5764,205000,18,"Mensual","E"
5765,250000,18,"Mensual","C"
5766,70000,18,"Mensual","E"
5767,185000,6,"Catorcenal","D"
5768,185000,18,"Mensual","F"
5769,215000,18,"Mensual","E"
5770,105000,18,"Mensual","F"
5771,130000,18,"Mensual","D"
5772,210000,18,"Mensual","D"
5773,60000,18,"Semanal","E"
5774,190000,18,"Mensual","C"
5775,75000,12,"Mensual","E"
5776,245000,6,"Semanal","F"
5777,110000,12,"Mensual","F"
5778,50000,6,"Mensual","A"
5779,135000,6,"Semanal","C"
5780,250000,18,"Mensual","B"
5781,105000,18,"Mensual","E"
5782,95000,6,"Semanal","D"
5783,215000,6,"Mensual","D"
5784,140000,12,"Mensual","B"
5785,50000,6,"Mensual","C"
5786,250000,12,"Mensual","C"
5787,250000,6,"Catorcenal","F"
5788,125000,18,"Mensual","F"
5789,165000,18,"Mensual","A"
5790,165000,18,"Mensual","F"
5791,235000,18,"Catorcenal","F"
5792,85000,18,"Catorcenal","D"
5793,60000,18,"Mensual","D"
5794,50000,18,"Mensual","F"
5795,250000,6,"Mensual","F"
5796,145000,18,"Catorcenal","E"
5797,235000,18,"Catorcenal","C"
5798,70000,18,"Catorcenal","B"
5799,175000,18,"Mensual","C"
5800,105000,18,"Mensual","C"
5801,145000,18,"Catorcenal","C"
5802,65000,18,"Mensual","E"
5803,145000,6,"Mensual","E"
5804,70000,18,"Catorcenal","C"
5805,105000,18,"Mensual","D"
5806,220000,18,"Mensual","C"
5807,250000,12,"Mensual","F"
5808,50000,12,"Semanal","E"
5809,1e+05,12,"Mensual","D"
5810,160000,12,"Mensual","E"
5811,50000,6,"Mensual","C"
5812,110000,18,"Mensual","E"
5813,180000,6,"Mensual","B"
5814,195000,18,"Semanal","D"
5815,250000,12,"Catorcenal","E"
5816,150000,18,"Catorcenal","E"
5817,245000,18,"Semanal","A"
5818,195000,6,"Mensual","E"
5819,65000,12,"Mensual","A"
5820,250000,6,"Mensual","E"
5821,250000,6,"Mensual","C"
5822,245000,12,"Mensual","D"
5823,50000,6,"Semanal","D"
5824,80000,6,"Mensual","E"
5825,250000,18,"Mensual","E"
5826,50000,18,"Mensual","A"
5827,190000,18,"Mensual","F"
5828,155000,12,"Catorcenal","E"
5829,55000,18,"Mensual","F"
5830,165000,18,"Mensual","E"
5831,250000,6,"Mensual","B"
5832,2e+05,12,"Mensual","F"
5833,145000,18,"Catorcenal","F"
5834,160000,18,"Mensual","C"
5835,1e+05,18,"Mensual","E"
5836,205000,18,"Mensual","F"
5837,1e+05,18,"Mensual","B"
5838,190000,18,"Mensual","F"
5839,50000,6,"Mensual","D"
5840,105000,18,"Mensual","F"
5841,55000,18,"Mensual","A"
5842,175000,18,"Mensual","D"
5843,95000,18,"Mensual","A"
5844,1e+05,18,"Mensual","C"
5845,215000,18,"Mensual","F"
5846,245000,18,"Semanal","D"
5847,215000,18,"Mensual","F"
5848,120000,18,"Catorcenal","D"
5849,120000,12,"Semanal","C"
5850,75000,12,"Mensual","D"
5851,205000,12,"Mensual","D"
5852,80000,6,"Catorcenal","A"
5853,55000,12,"Mensual","D"
5854,60000,12,"Mensual","E"
5855,175000,18,"Semanal","C"
5856,190000,12,"Mensual","D"
5857,180000,18,"Mensual","A"
5858,50000,18,"Mensual","D"
5859,90000,12,"Mensual","E"
5860,225000,18,"Mensual","B"
5861,125000,6,"Mensual","D"
5862,225000,12,"Catorcenal","D"
5863,140000,18,"Semanal","E"
5864,185000,18,"Catorcenal","E"
5865,55000,18,"Mensual","D"
5866,245000,18,"Mensual","A"
5867,95000,18,"Mensual","E"
5868,95000,18,"Mensual","D"
5869,240000,18,"Semanal","A"
5870,60000,6,"Catorcenal","E"
5871,205000,18,"Mensual","E"
5872,250000,6,"Mensual","F"
5873,105000,18,"Mensual","C"
5874,50000,18,"Mensual","B"
5875,250000,18,"Mensual","F"
5876,190000,18,"Mensual","E"
5877,170000,18,"Mensual","D"
5878,230000,18,"Mensual","C"
5879,90000,12,"Mensual","F"
5880,250000,18,"Mensual","D"
5881,125000,12,"Mensual","D"
5882,145000,18,"Semanal","A"
5883,135000,6,"Mensual","E"
5884,170000,18,"Mensual","E"
5885,80000,18,"Mensual","F"
5886,155000,18,"Catorcenal","D"
5887,110000,18,"Mensual","F"
5888,170000,6,"Mensual","E"
5889,250000,18,"Mensual","D"
5890,145000,18,"Mensual","E"
5891,1e+05,12,"Mensual","C"
5892,50000,6,"Semanal","E"
5893,160000,12,"Mensual","E"
5894,135000,6,"Mensual","E"
5895,235000,18,"Catorcenal","E"
5896,130000,18,"Mensual","E"
5897,180000,18,"Catorcenal","A"
5898,165000,6,"Mensual","C"
5899,155000,18,"Catorcenal","E"
5900,55000,18,"Mensual","D"
5901,220000,18,"Catorcenal","B"
5902,115000,18,"Catorcenal","C"
5903,250000,18,"Mensual","D"
5904,155000,18,"Mensual","E"
5905,95000,12,"Semanal","D"
5906,165000,18,"Mensual","C"
5907,220000,18,"Mensual","E"
5908,250000,12,"Mensual","E"
5909,90000,6,"Mensual","E"
5910,135000,18,"Semanal","A"
5911,140000,12,"Mensual","D"
5912,135000,12,"Mensual","E"
5913,140000,18,"Mensual","E"
5914,65000,18,"Mensual","B"
5915,195000,6,"Mensual","D"
5916,210000,18,"Catorcenal","E"
5917,1e+05,12,"Mensual","D"
5918,115000,18,"Mensual","E"
5919,175000,18,"Mensual","C"
5920,65000,12,"Semanal","D"
5921,235000,18,"Mensual","A"
5922,55000,18,"Mensual","A"
5923,135000,18,"Mensual","D"
5924,60000,18,"Mensual","E"
5925,250000,12,"Mensual","D"
5926,120000,18,"Mensual","C"
5927,235000,18,"Mensual","E"
5928,225000,6,"Mensual","E"
5929,210000,6,"Mensual","E"
5930,85000,18,"Mensual","D"
5931,50000,12,"Semanal","F"
5932,155000,18,"Semanal","D"
5933,105000,18,"Mensual","C"
5934,95000,18,"Mensual","D"
5935,60000,18,"Catorcenal","F"
5936,235000,18,"Mensual","E"
5937,145000,12,"Mensual","C"
5938,210000,18,"Semanal","C"
5939,50000,18,"Catorcenal","A"
5940,105000,6,"Semanal","E"
5941,50000,12,"Semanal","C"
5942,210000,18,"Mensual","E"
5943,1e+05,18,"Mensual","E"
5944,185000,18,"Semanal","E"
5945,175000,12,"Mensual","C"
5946,50000,12,"Mensual","F"
5947,240000,18,"Mensual","F"
5948,170000,18,"Semanal","E"
5949,120000,18,"Catorcenal","F"
5950,50000,18,"Mensual","B"
5951,140000,12,"Mensual","D"
5952,195000,6,"Semanal","D"
5953,65000,18,"Catorcenal","E"
5954,245000,12,"Semanal","A"
5955,50000,12,"Semanal","B"
5956,235000,18,"Mensual","C"
5957,250000,18,"Semanal","A"
5958,65000,18,"Mensual","E"
5959,80000,18,"Mensual","F"
5960,230000,18,"Mensual","E"
5961,2e+05,18,"Mensual","B"
5962,170000,18,"Mensual","D"
5963,2e+05,18,"Mensual","E"
5964,140000,18,"Mensual","B"
5965,215000,12,"Mensual","D"
5966,60000,18,"Mensual","C"
5967,205000,18,"Mensual","D"
5968,215000,6,"Mensual","D"
5969,110000,18,"Mensual","E"
5970,140000,18,"Mensual","E"
5971,250000,18,"Mensual","E"
5972,250000,18,"Mensual","D"
5973,250000,12,"Semanal","D"
5974,215000,12,"Mensual","F"
5975,230000,18,"Mensual","E"
5976,135000,18,"Mensual","F"
5977,2e+05,18,"Mensual","F"
5978,145000,6,"Semanal","E"
5979,155000,6,"Catorcenal","D"
5980,195000,18,"Mensual","A"
5981,160000,18,"Mensual","E"
5982,215000,18,"Mensual","C"
5983,135000,18,"Catorcenal","D"
5984,70000,6,"Mensual","E"
5985,135000,18,"Catorcenal","E"
5986,205000,18,"Mensual","A"
5987,195000,12,"Mensual","D"
5988,120000,18,"Mensual","E"
5989,180000,6,"Mensual","D"
5990,120000,18,"Mensual","D"
5991,105000,6,"Mensual","B"
5992,130000,18,"Mensual","C"
5993,125000,18,"Mensual","E"
5994,160000,18,"Semanal","C"
5995,70000,18,"Mensual","E"
5996,220000,12,"Mensual","D"
5997,60000,12,"Mensual","F"
5998,160000,18,"Mensual","F"
5999,245000,6,"Mensual","C"
6000,250000,12,"Mensual","F"
6001,215000,18,"Catorcenal","B"
6002,165000,6,"Mensual","E"
6003,250000,12,"Semanal","B"
6004,60000,18,"Mensual","E"
6005,250000,12,"Semanal","E"
6006,185000,18,"Mensual","D"
6007,230000,18,"Catorcenal","E"
6008,190000,12,"Mensual","F"
6009,55000,18,"Catorcenal","E"
6010,250000,18,"Mensual","E"
6011,215000,18,"Mensual","C"
6012,195000,18,"Mensual","A"
6013,110000,18,"Mensual","E"
6014,65000,12,"Catorcenal","F"
6015,160000,12,"Mensual","C"
6016,130000,18,"Mensual","E"
6017,90000,6,"Catorcenal","F"
6018,85000,18,"Mensual","F"
6019,240000,18,"Mensual","E"
6020,250000,18,"Mensual","D"
6021,205000,18,"Mensual","E"
6022,90000,18,"Catorcenal","E"
6023,180000,18,"Mensual","F"
6024,170000,18,"Catorcenal","F"
6025,250000,12,"Semanal","E"
6026,70000,18,"Mensual","F"
6027,250000,18,"Mensual","D"
6028,145000,18,"Mensual","D"
6029,135000,12,"Mensual","D"
6030,155000,18,"Semanal","F"
6031,250000,12,"Mensual","D"
6032,220000,18,"Mensual","D"
6033,2e+05,18,"Mensual","E"
6034,95000,6,"Mensual","F"
6035,150000,18,"Mensual","D"
6036,250000,12,"Mensual","D"
6037,160000,18,"Mensual","E"
6038,145000,18,"Mensual","D"
6039,250000,18,"Catorcenal","F"
6040,90000,18,"Mensual","A"
6041,50000,6,"Semanal","E"
6042,65000,12,"Mensual","E"
6043,50000,18,"Catorcenal","B"
6044,50000,18,"Semanal","B"
6045,225000,18,"Mensual","D"
6046,150000,18,"Mensual","A"
6047,65000,18,"Mensual","E"
6048,140000,6,"Mensual","C"
6049,50000,18,"Mensual","F"
6050,190000,18,"Mensual","D"
6051,250000,12,"Mensual","F"
6052,180000,6,"Catorcenal","F"
6053,210000,18,"Mensual","D"
6054,185000,12,"Semanal","E"
6055,165000,6,"Mensual","C"
6056,220000,18,"Mensual","F"
6057,185000,18,"Semanal","C"
6058,150000,18,"Mensual","D"
6059,115000,6,"Mensual","F"
6060,225000,12,"Mensual","D"
6061,2e+05,18,"Mensual","E"
6062,160000,6,"Mensual","D"
6063,250000,6,"Mensual","E"
6064,240000,18,"Semanal","F"
6065,250000,18,"Mensual","D"
6066,215000,18,"Semanal","E"
6067,120000,12,"Mensual","E"
6068,205000,6,"Catorcenal","E"
6069,175000,12,"Mensual","A"
6070,205000,18,"Mensual","F"
6071,250000,12,"Mensual","F"
6072,210000,12,"Catorcenal","B"
6073,50000,12,"Mensual","C"
6074,185000,6,"Mensual","D"
6075,170000,12,"Catorcenal","B"
6076,210000,18,"Semanal","D"
6077,205000,18,"Mensual","E"
6078,65000,18,"Semanal","B"
6079,170000,12,"Catorcenal","D"
6080,170000,18,"Semanal","C"
6081,110000,12,"Mensual","E"
6082,70000,18,"Mensual","E"
6083,90000,18,"Catorcenal","A"
6084,130000,12,"Semanal","E"
6085,245000,18,"Semanal","D"
6086,250000,6,"Mensual","D"
6087,125000,12,"Catorcenal","D"
6088,185000,12,"Mensual","E"
6089,235000,18,"Mensual","D"
6090,95000,12,"Mensual","E"
6091,50000,18,"Mensual","A"
6092,215000,18,"Mensual","C"
6093,240000,6,"Mensual","B"
6094,185000,6,"Mensual","E"
6095,50000,18,"Mensual","D"
6096,170000,18,"Semanal","B"
6097,105000,12,"Mensual","C"
6098,230000,18,"Mensual","D"
6099,250000,18,"Mensual","D"
6100,155000,18,"Mensual","E"
6101,115000,6,"Semanal","F"
6102,250000,12,"Mensual","C"
6103,165000,6,"Mensual","F"
6104,180000,12,"Semanal","F"
6105,150000,18,"Mensual","E"
6106,215000,18,"Catorcenal","E"
6107,1e+05,18,"Catorcenal","B"
6108,110000,18,"Semanal","D"
6109,115000,12,"Mensual","D"
6110,215000,18,"Mensual","C"
6111,210000,18,"Semanal","E"
6112,95000,18,"Semanal","F"
6113,215000,18,"Semanal","A"
6114,60000,18,"Mensual","F"
6115,85000,18,"Mensual","E"
6116,165000,18,"Mensual","C"
6117,125000,18,"Mensual","F"
6118,110000,18,"Mensual","D"
6119,90000,6,"Catorcenal","F"
6120,50000,18,"Mensual","D"
6121,95000,18,"Mensual","B"
6122,250000,18,"Mensual","D"
6123,250000,18,"Mensual","B"
6124,180000,18,"Mensual","E"
6125,115000,18,"Mensual","E"
6126,90000,18,"Mensual","D"
6127,130000,18,"Mensual","A"
6128,160000,18,"Catorcenal","A"
6129,50000,18,"Mensual","D"
6130,1e+05,6,"Mensual","D"
6131,210000,18,"Mensual","C"
6132,170000,18,"Mensual","E"
6133,125000,6,"Semanal","F"
6134,1e+05,18,"Mensual","E"
6135,75000,18,"Mensual","D"
6136,145000,6,"Catorcenal","F"
6137,210000,12,"Semanal","D"
